,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
5011,Nam,Quang Tri,thích giao tiếp có thể đi ăn ngoài nếu được mời,cơm nước ngọt blahblah,thích đọc sách ngôn ngữ học,không,chịu đi chơi với tôi biết lắng nghe quan tâm mọi người ở sách không bừa bộn,8,8
2991,Nữ,Bac Lieu,là một người hướng nội thích ở một mình là 1 người ít nói hướng nội nhộn nhịp,đồ chiên,vận động thể lực (nhẹ),không,ham học,7,5
8368,Nam,Son La,đam mê học tập nhưng không hẳn hướng nội :)) thích đi chơi với bạn bè,sandwich trứng mình thích uống trà sữa,esports các hoạt động phải chạy xem phim ngôn tình cờ vua nấu ăn,không,nhưng đừng quá ồn ào. luôn ham học hỏi vui vẻ - hài hước hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối cái tôi lớn),8,10
6830,Nam,Ninh Binh,hướng ngoại thân thiện vui vẻ hướng nội nữa mùa hoà đồng tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình,đồ cay hàn quốc món ăn health sting,thích khoa học đàn,không,giỏi vui tính thân thiện không đòi mói mình mong muốn được ở cùng một người thích tìm hiểu những điều mới lạ sẻ chia,8,10
690,Nữ,Ha Giang,là người thích ở một mình tham công tiếc việc ưa mạo hiểm là một người nội thích ở một mình.,coca cola hủ tiếu xào trừ đồ đắng ra thì mình đều ăn được nước ngọt có ga,kinh quẻ thích tranh biện mình thích xem phim bị người ta lùa gà,không,không tệ nạn  đừng ham chơi 🤡 vì mình sẽ chơi cùng người hòa đồng biết đúng sai,7,9
3949,Nữ,Quang Ngai,hay ngại,thích caffee thích đồ chiên thức ăn gì ngon đều yêu thích trái cây cái gì cũng thích ăn,vi vu dạo phố,không,có kỷ luật trách nhiệm năng động vui tính thân thiện có cùng sở thích là một điểm cộng,8,7
9824,Nữ,Thanh Hoa,quan tâm người khác,"1. tofu
2. bánh mì ( thích mọi loại bánh mì)
3. nước ép hầu hết các món con người dùng được canh cải",truyện,không,gọn gàng. hoà đồng hoạt bát sạch sẽ,5,8
6601,Nam,Quang Ngai,năng động thích đám đông hướng ngoại ít nói thích ở một mình hướnh ngoại hướng ngoại full time,nước trà đặt biệt là trà sữa hoành thánh,thích coi phim thể thao,không,trầm tính ít nói nữa thì quá tuyệt vời biết giữ gìn hoà khí chung,8,7
3399,Nữ,Ca Mau,hướng ngoại partime lạc quan năng động,red bull,tập trung nghiên cứu một vấn đề nào đó,không,ở sạch sẽ tôn trọng bạn cùng phòng một người hiểu biết rộng có thể là người học mỹ thuật hay kinh tế,8,9
796,Nữ,Ha Giang,cống hiến hết mình thích giao lưu với mọi nguời hướng nội thích ở một mình thích đi chơi ở ngoài với bạn bè,bún cá châu đốc đồ gì có vị cay bông lan trứng muối đốc cơ thanh . cơm tấm,chơi cờ vua tin khoa học,không,biết điều thoải mái là ổn điểm khác biệt giữ 2 đứa. không quá xen vui hoà dồng,5,5
6370,Nữ,Tra Vinh,thích mọi thứ có trật tự,sữa bắp bún chả nướng,du lịch xem tv series thích chơi với chó mèo cầu lông,không,dễ chịu thích ăn sạch sẽ. bạn cùng phòng phải là người hiểu chuyện,8,8
1562,Nữ,Tay Ninh,ít nói nhiều riêng tư dễ tính nửa nội nử ngoại,đồ ăn hàn. đồ uống healthy mì gói xoài lắc bánh cam ăn được uống được,call điện thoại thích đi du lịch âm nhạc ( nghe nhạc),không,vui vẻ ngăn nắp. biết tuân thủ lợi ích chung. hoạt bát thân thiên vui vẻ mạnh mẽ,8,6
3806,Nam,Khanh Hoa,lúc hướng nội lúc hướng ngoại thích ở một mình người hay thay đổi,no,chơi hame ios viết lách tập thể dục ngoài trời,không,người có tính cách vui vẻ quan tâm,5,10
6396,Nữ,Kien Giang,dễ thích nghi,chanh muối,nghe nhạc xem phim đi lượn đường đánh cầu lông thích khoa học vẽ...,không,nề nếp tích cực với cuộc sống,7,7
3473,Nam,Khanh Hoa,hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ ít nói nhưng hướng ngoại một người hướng ngoại làm biếng hướng nội nhưng thích đi chơi có thể đi ăn ngoài nếu được mời,cơm đậu hũ dồn thịt xốt cà cơm tấm sườn bì chả,giải đố mầy mò linh kiện máy tính ngôn ngữ em thích chơi nhạc cụ,không,chung sở thích ngành công nghệ thông tin không cùng cũng không sao,8,9
6789,Nữ,Phu Tho,nói nhiều hướng ngoại thích đi đây đó thích giao lưu với mọi nguời mình là một người khá rụt rè khi ở một mình.,nướng bánh tàu hủ. các món nướng như cơm sườn . các món gỏi,đàn guzheng thích khám phá xung quanh esports,không,trầm tính ít nói nữa thì quá tuyệt vời vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau,7,8
1893,Nữ,Thanh Hoa,là người 50% hướng nội thích giao tiếp hoà đồng vui vẻ hướng nội trầm tính mình khá ít nói cũng như là hướng nội,dưa hấu bánh plan,đàn guzheng,không,vui vẻ hòa đồng chung ngành học mong muốn có một người bạn có cùng sở thích khám phá giống mình để cùng nhau nói chuyện mình thích bạn cùng phòng hoà đồng,7,7
9878,Nữ,Vung Tau,thích khám phá bán hướng nội ambivert,canh kim chi,đọc sách.. đá cầu tham gia hoạt động ngoại khoá kpop,không,ít nói thân thiện,1,7
6146,Nam,Dak Nong,trung lập thích giao tiếp đôi khi hướng nội,bánh tàu hủ. các món nướng như cơm sườn,quay tik tok thích tranh biện thik chạy bộ  code,không,năng động vui tính thân thiện o câu chuyện hay tình huống. là người có thể đưa ra lời khuyên nhưng không quá lố có qua có lại,10,9
737,Nữ,Binh Phuoc,đôi lúc hướng nội hướng ngoại thích giao tiếp vui vẻ hoà đồng,xúc xích không uống nước ngọt có ga chiên bánh gạo mì gói,mình còn có thể chơi cầu lông nữa đọc truyện viết code chơi hame thích chơi với chó mèo,không,chung ngành sạch sẽ tôn trọng không gian riêng tư cẩn thận gọn ràng sạch sẽ vui vẻ hòa đồng chung ngành học,4,9
172,Nữ,Binh Dinh,em thích ở tập thể nhưng có không gian riêng. em hướng nội hướng ngoại part time 50% hướng ngoài người đang học trường fpt đôi lúc hướng ngoại đôi lúc hướng nội lạc quan năng động,phở xào ăn pizza trà chanh,uống cà phê mình thích hát ngắm cảnh chiêm tinh học tiếng anh,Có,gọn ràng sạch sẽ chịu đi chơi với tôi tôn trọng quyền riêng tư của mọi người học tốt,8,8
1341,Nam,Binh Dinh,khá vui vẻ thích nơi đông người logic không phải hướng nội nhưng không thích chỗ đông người,các món nướng các món về tôm ăn được đồ nặng mùi,vi vu dạo phố hát đọc tiểu thuyết du lịch,không,khong co hoà đồng hoạt bát sạch sẽ có giúp đỡ phải sạch sẽ,7,9
2293,Nữ,Lao Cai,khác trầm cá tính mạnh,nước trà đặc biệt là chè cơm bánh mì thịt xá xíu cơm tấm sườn bì chả,dark fantasy manga mua sắm chơi,không,không vô duyên,7,7
389,Nữ,Binh Dinh,tính cách thất thường người đang học trường fpt đôi lúc hướng nội một người hướng nội nhưng cũng thích xã giao với mọi người nội tâm,cơm nhà mì tương đen,tám chuyện tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh. thích chơi suốt ngày,không,không câu nệ tiểu tiết,8,10
9690,Nam,Ninh Thuan,có thể mời người ta đi ăn nếu vui thích vui vẻ hướng nội ít nói thích gọn gàng,mình thích uống trà sữa bánh ướt,mình thích hát đánh võ,không,tính tình vui tính dễ nói chuyện biết đều dễ chịu,8,5
3406,Nữ,Ben Tre,trầm trầm nhưng lúc cần vẫn vui hết mình,kẹo dẻo xôi mặn các đồ ăn hỗ trợ cho việc giảm cân trái cây,toán phong thủy lịch sử cờ vua trò chơi điện tử,không,vd : vui vẻ tôn trọng không gian chung người vui vẻ nhường nhịn biết như thế nào là bất lịch sự,10,7
8272,Nữ,Ha Giang,thích đi ra quán cafe để học bài không thích ồn ào là người ít nói là một người nhiệt tình,mì trộn khoai tây ăn pizza buger bông lan trứng muối,thể dục đi chơi công nghệ,không,tôn trọng mình vui vẻ chân thật có trách nhiệm giàu có ngành công nghệ thông tin,6,7
9439,Nam,Binh Thuan,là một người ít nói hướng nội khá hướng nội. thích sạch sẽ một người hướng nội thích đi chơi với bạn bè là người thích ở một mình,trà sữa double trân châu,thích khám phá xung quanh thích hút thuốc nhảy dây bói toán mình thích đọc tiểu thuyết và truyện tranh,không,vui vẻ thoải mái tiết kiệm một chút mong muốn có một người thích đánh cờ không tính toán với bạn cùng phòng khác.,5,10
3892,Nữ,Binh Thuan,thích đi đâu đó hướng nội + ngoại part time,cũng không biết nữa 😂 thích caffee thích trà sữa… nước dưa hấu ép bánh bột lọc,thich chơi thể thao võ thư giãn,không,sống thoáng,10,9
5335,Nam,Vung Tau,hướng ngoại part-time,thích ăn mì tômmmmm đồ cay bún trộn,coi anime tiếng anh nhạc cụ,không,không thảo mai trúa hề sẵn sàng quan tâm chia sẻ có tình nghĩa huynh đệ không nóng tính,8,9
1157,Nam,Hoa Binh,khó giao tiếp đam mê học tập hiền hoà hướng ngoại thích giao tiếp vui vẻ hoà đồng hay dài dòng,bún đậu,thiện nguyện chơi,Có,người có tính cách vui vẻ thấu hiểu biết chia sẻ,8,8
6952,Nam,Hoa Binh,người suy nghĩ nhiều ít bạn,rau má mix lẩu bò,vận động thể lực (nhẹ),không,điềm tĩnh mình chỉ cần người đàng hoàng,8,8
6774,Nữ,Bac Lieu,cần cù khá hòa đồng,hủ tiếu nam vang đồ bún phở việt nam bún rêu,đánh võ thể dục đi ăn,không,tôn trọng riêng tư cẩn thận,8,9
5706,Nam,Ha Giang,tích cực nghiêm túc,pizaa ... quả cút lộn rang me những món có vị chua ...,thể hình thích nhảy lập trình đọc sách,Có,ở sạch sẽ cầu tiến,8,9
2094,Nữ,Bac Lieu,lúc này lúc kia hướng ngoại với người quen,thịt kho tàu,vẽ... nhảy hát tìm hiểu về văn hóa các nơi game mobile,Có,ngay thẳng tôn trọng ý kiến của nhau,7,8
2192,Nữ,Phu Tho,"thích yên tĩnh thích tụ tập bạn bè thân thiết ở nhà mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự",bánh chuối chiên mì tương đen trứng món nào hợp khẩu vị thì mình ăn,coi anime học hóa chơi thể dục công nghệ,Có,biết đúng sai ở sạch,6,7
917,Nam,Gia Lai,thích giao tiếp dễ ngại vui tính hướng nội part time,lẩu cá đuối thịt kho tàu đặc biệt là chè ỏi,đi đây đi đó với bạn bè( một mình) chiêm tinh,không,biết giúp đỡ có chừng mực - vui vẻ nhiều chuyện biết quan tâm,6,10
8615,Nữ,Thanh Hoa,ít nói nhưng hay chia sẻ với mn độc lập,kem matcha đá xay thịt kho mắm ruốc cá,thể hình thích nghe nhạc,không,nếu chung sở thích thì càng tốt ăn nhiều đặc biệt là tam quan đúng đắn,7,7
197,Nữ,Nam Dinh ,trầm trầm nhưng lúc cần vẫn vui hết mình,không thích ăn cay lắm,trống thích chơi game,không,giỏi tĩnh lặng,10,6
9364,Nữ,Ben Tre,là một người nội thích tận hưởng không gian 1 mình hoặc có backup),mình thích ăn tất cả những gì mình thấy ngon. riêng đồ uống thì mình có niềm đam mê sâu sắc với rau má mỳ trộn,du lịch cùng bạn tâm lý học học công nghệ,không,chia việc nhà thì phải lm,10,7
7158,Nam,Ben Tre,thích nơi đông người một người vui vẻ bình thường 🤤,coca cola… các loại bún khô các loại sữa đậu nành,bóng đá,không, muốn có bạn gái gia han cá tính,8,9
3001,Nữ,Tien Giang,thích đám đông bình thường ở một mình,chè bưởi thịt sườn có ăn . nhiều lắm nào cũng ăn được nước trà thích uống trà sữa ạ :v,xem phim ngôn tình nhiếp ảnh,không,freedom người không nói quá nhiều vui vẻ chăm chỉ học giỏi,8,8
3962,Nam,Binh Phuoc,hay dài dòng ko thích đi chơi ồn ào thích đi ra quán cafe để học bài,thích đồ chay các đồ ăn hỗ trợ cho việc giảm cân socola chè bưởi,chơi lướt mạng,không,siêng năng tính giống mình biết giữ gìn hoà khí chung,8,10
3273,Nữ,Ha Giang,hơi ngại giao tiếp nhưng sẵn sàng học hỏi nhanh nhẹn nói nhiều,nui xào,chơi cầu lông đánh bóng bàn,không,cùng tần số với mình :)))). thật thà dễ bắt chuyện vui vẻ hoà đồng hoạt bát…,7,7
841,Nữ,Binh Thuan,hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ hay dài dòng hòa đồnh nóng nảy - ưu tư,các món ăn truyền thống hoặc món ăn đường phố việt nam nước lọc cơm tấm moutain dew cút lộn rang me,thích học ngôn ngữ anh ngủ thích đọc sách,không,đừng quá ồn ào yên tĩnh biết chia sẻ khi ở chung với nhau lắng nghe ko thích share phòng,9,8
